성명,소속,직위,재산의 종류,대분류,본인과의 관계,소재지 면적 등 권리의 명세,종전가액,증가액,증가액_실거래가,감소액,감소액_실거래가,현재가액,변동사유,개별index,지역
안영호,울산광역시 중구의회,의원,채무,채무,본인,사인간채무 증가,0,20000,0,0,0,20000,채무증가,안영호-울산광역시 중구의회-의원,ulsan
안영호,울산광역시 중구의회,의원,채무,금융기관채무,본인,"현대해상화재보험 950(760 증가), KB국민카드 0(24,305 감소), 신한은행 15,000(3,050 감소), 한국주택금융공사 75,582",118127,15760,0,42355,0,91532,채무상환,안영호-울산광역시 중구의회-의원,ulsan
안영호,울산광역시 중구의회,의원,채무,채무,배우자,사인간채무,30000,0,0,0,0,30000,변동없음,안영호-울산광역시 중구의회-의원,ulsan
안영호,울산광역시 중구의회,의원,채무,금융기관채무,배우자,"한국주택금융공사 166,208(3,392 감소), 현대해상화재보험 276,793(2,503 감소), 농협중앙회 170,000,알씨아이파이낸셜서비스코리아(주) 20,900, 동양생명보험4,290(270 증가), 현대캐피탈 21,592(4,767 감소), 경남은행10,400(3,120 감소)",683695,1100,0,14612,0,670183,채무상환,안영호-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,토지,전,본인,울산광역시 중구 성안동 1141번지 894.00㎡,120000,0,0,0,0,120000,변동없음,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,건물,아파트,배우자,울산광역시 중구 반구동 한미강변빌리지 건물 62.59㎡,163000,0,0,0,0,163000,변동없음,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,건물,단독주택,배우자,경상남도 통영시 북신동 대지 99.00㎡ 건물 60.00㎡,32500,0,0,0,0,32500,변동없음,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,건물,아파트,배우자,경기도 의왕시 오전동 우림프라자 건물 84.91㎡ 중 42.45㎡,89989,0,0,0,0,89989,변동없음,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2011년식 YF소나타 배기량(1,998cc)",9020,0,0,0,0,9020,변동없음,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2012년식 그랜져HG 배기량(2,999cc)",14740,0,0,0,0,14740,변동없음,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,현금,현금,본인,현금,20000,0,0,0,0,20000,변동없음,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,예금,예금,본인,"삼성생명보험 18,932(465 증가), 반구 307(198 감소), 우체국 0(1,698 감소), KB증권 2,234(2,192 증가), 롯데손해보험2,331(112 증가), 농협은행 281(172 증가), 하이투자증권 6, 국민은행 4, 농협중앙회 33,547(18,219 증가), 한화생명보험주식회사 18,618(702 증가), 동양생명보험 840(115 증가), 흥국화재해상보험(주) 1,243(205 증가), 경남은행 100, 교보생명보험 4,902, 삼성화재해상보험 3,499(539 증가)",66019,24129,0,3304,0,86844,소득저축 및 가계자금사용,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,예금,예금,배우자,"국민은행 23, KB증권 543(533 증가), 농협중앙회 65,518(13,126 증가), 중소기업은행 20, 우체국 4, 삼성생명보험 6,736, 통영산림조합 22, 농협은행 10, 농협생명보험 3,800(119 증가)",62898,14331,0,553,0,76676,,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,예금,예금,장녀,"DB손해보험(주) 1,428(101 증가), 경남은행 2, 신한은행21,038(14,803 증가)",7564,14904,0,0,0,22468,,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,예금,예금,장남,농협중앙회 16(64 감소),80,0,0,64,0,16,,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,유가증권,상장주식,본인,"카프로 3,000주(3,000주 증가)",0,13005,0,0,0,13005,증권매수,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,유가증권,상장주식,배우자,"코엔텍 3,800주(3,800주 증가), 삼성전자 0주(620주 감소), 오성첨단소재 0주(151주 감소)",29314,29032,0,29314,0,29032,증권매수,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,채무,금융기관채무,본인,"삼성생명보험 10,530, 농협은행 15,000, 농협중앙회97,617(2,216 증가), 한화생명보험주식회사 6,600,하나캐피탈 0(2,307 감소), 교보생명보험 1,990",131828,2216,0,2307,0,131737,채무상환,이명녀-울산광역시 중구의회-의원,ulsan
이명녀,울산광역시 중구의회,의원,채무,금융기관채무,배우자,"농협중앙회 139,325(1,444 증가)",137881,1444,0,0,0,139325,가계자금사용,이명녀-울산광역시 중구의회-의원,ulsan
김동학,울산광역시 남구의회,의장,토지,대지,본인,경상북도 경주시 산내면 내일리 905번지 367.00㎡,18423,0,0,0,0,18423,,김동학-울산광역시 남구의회-의장,ulsan
김동학,울산광역시 남구의회,의장,토지,임야,본인,"경상북도 경주시 외동읍 냉천리 산 53번지 1,550.00㎡ 중516.67㎡",1136,0,0,0,0,1136,,김동학-울산광역시 남구의회-의장,ulsan
김동학,울산광역시 남구의회,의장,건물,아파트,본인,울산광역시 남구 옥동 옥동현대아파트 건물 84.51㎡,180000,0,0,0,0,180000,,김동학-울산광역시 남구의회-의장,ulsan
김동학,울산광역시 남구의회,의장,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2011년식 산타페 배기량(1,997cc)",6700,0,0,0,0,6700,,김동학-울산광역시 남구의회-의장,ulsan
김동학,울산광역시 남구의회,의장,예금,예금,본인,"새울산 20, 농협은행 38,309(9,427 증가), 남울산 109,한화생명보험주식회사 1,128(193 증가), 농협중앙회 1,642(1,642 증가), 경남은행 39(100 감소),삼성화재해상보험 4,678(297 증가)",34466,12773,0,1314,0,45925,어머님 노후 병원 치료비 및 요양비 예치관리,김동학-울산광역시 남구의회-의장,ulsan
김동학,울산광역시 남구의회,의장,예금,예금,배우자,"농협중앙회 3, 우체국 9,362(285 증가), 농협은행 4,365(133 증가)",13312,418,0,0,0,13730,어머님 노후 병원 치료비 및 요양비 예치관리,김동학-울산광역시 남구의회-의장,ulsan
김동학,울산광역시 남구의회,의장,정치자금법에따른정치자금의수입및지출을위한예금계좌의예금,정치자금법에따른정치자금의수입및지출을위한예금계좌의예금,본인,"농협중앙회 1,642(1,434 감소)",3076,0,0,1434,0,1642,선거비용 잔액,김동학-울산광역시 남구의회-의장,ulsan
김동학,울산광역시 남구의회,의장,고지거부및등록제외사항,고지거부및등록제외사항,장남,고지거부,0,0,0,0,0,0,독립생계유지,김동학-울산광역시 남구의회-의장,ulsan
김동학,울산광역시 남구의회,의장,고지거부및등록제외사항,고지거부및등록제외사항,손자1,고지거부,0,0,0,0,0,0,독립생계유지,김동학-울산광역시 남구의회-의장,ulsan
김동학,울산광역시 남구의회,의장,고지거부및등록제외사항,고지거부및등록제외사항,손녀1,고지거부,0,0,0,0,0,0,독립생계유지,김동학-울산광역시 남구의회-의장,ulsan
김태훈,울산광역시 남구의회,의원,토지,임야,부,"제주특별자치도 서귀포시 안덕면 산 25-25번지 49,593.00㎡중66.00㎡(총면적 49,593.00㎡증가, 지분면적 66.00㎡증가)",0,19208,19208,0,0,19208,신고 누락분 등록,김태훈-울산광역시 남구의회-의원,ulsan
김태훈,울산광역시 남구의회,의원,건물,단독주택전세(임차)권,부,"울산광역시 중구 학성동 건물 160.99㎡ 중 9.91㎡ (건물총면적 160.99㎡ 증가, 지분면적 9.91㎡ 증가)",0,2000,0,0,0,2000,신고 누락분 등록,김태훈-울산광역시 남구의회-의원,ulsan
김태훈,울산광역시 남구의회,의원,건물,아파트,모,울산광역시 남구 달동 현대3차 아파트 건물 84.99㎡ (건물11.63㎡ 감소),268000,0,0,76000,0,192000,면적 및 가액 정정,김태훈-울산광역시 남구의회-의원,ulsan
김태훈,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2011년식 그랜드스타렉스 배기량(2,497cc)",8150,0,0,0,0,8150,변동없음,김태훈-울산광역시 남구의회-의원,ulsan
김태훈,울산광역시 남구의회,의원,예금,예금,본인,"메리츠화재해상보험(보험) 51(51 증가), 한화손해보험 6,804(721 증가), 롯데손해보험 303(303 증가), 농협은행10,668(1,464 감소), 신한금융투자(주) 2,에이아이지손해보험(주) 22(22 증가), 국민은행 2,500,새마을금고중앙회 공제사업부 5,300",26017,11599,0,11966,0,25650,생활비 증가,김태훈-울산광역시 남구의회-의원,ulsan
김태훈,울산광역시 남구의회,의원,예금,예금,부,"신한은행 3, (주)KEB하나은행 100(92 증가), 우리은행3,142(2,858 감소)",6011,3234,0,6000,0,3245,생활비 증가,김태훈-울산광역시 남구의회-의원,ulsan
김태훈,울산광역시 남구의회,의원,예금,예금,모,"경남은행 2,770(442 증가), 우리 4,667(247 증가)",6748,1297,0,608,0,7437,생활비 증가,김태훈-울산광역시 남구의회-의원,ulsan
김태훈,울산광역시 남구의회,의원,채무,금융기관채무,본인,"삼성카드 20,000(5,821 감소), 농협은행 34,692(34,692 증가)",25821,54692,0,25821,0,54692,대출증가,김태훈-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,건물,아파트,배우자,울산광역시 북구 화봉동 휴먼시아아파트 건물 84.95㎡,252000,0,0,0,0,252000,,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,건물,아파트전세(임차)권,배우자,"울산광역시 남구 야음동 대현더샵아파트 건물 112.00㎡ 중84.95㎡ (건물 총면적 112.00㎡ 증가, 지분면적 84.95㎡ 증가)",0,250000,0,0,0,250000,전세자금대출,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,건물,아파트,모,울산광역시 남구 무거동 옥현주공1단지 아파트 건물 59.89㎡,171000,0,0,0,0,171000,,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2016년식 쏘렌토 배기량(1,995cc)",20590,0,0,0,0,20590,변동없음,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2018년식 투싼 배기량(1,995cc) 증가",0,24300,0,0,0,24300,할부구입,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,부,"2015년식 쏘나타 배기량(1,998cc)",3860,0,0,0,0,3860,변동없음,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,모,"2017년식 그랜져 배기량(2,359cc)",27370,0,0,0,0,27370,변동없음,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,예금,예금,본인,"현대해상화재보험 4,257(208 증가), 농협생명보험 900(900 증가), 신한은행 62(47 증가), 우체국 7,653(63 증가), AIA생명보험주식회사 6,171(686 증가), 농협중앙회 44(69 감소), 한국카카오은행(주) 30(2,027 감소), DB손해보험(주)2,549(221 증가)",21637,2155,0,2126,0,21666,예금해지,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,예금,예금,배우자,"국민은행 4,142(69 증가), 현대해상화재보험 3,900(120 증가), 메리츠화재해상보험(보험) 3,271(468 증가), 현대중공업 3,697(994 증가), 키움닷컴증권 3(3 증가),신한은행 65(55 증가), 우체국 2,736(140 증가),삼성생명보험 7,656, 한국카카오은행(주) 3,808(659 감소)",28088,1849,0,659,0,29278,예금해지,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,예금,예금,부,"KB증권 0(1 감소), 농협은행 0(60 감소), 국민은행 3,542(294감소), 신한은행 114(714 감소)",4725,300,0,1369,0,3656,예금해지,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,예금,예금,모,"국민은행 6, 에이아이지손해보험(주) 109(109 증가),농협은행 2,504(537 감소), 미래에셋생명보험 15,048, 농협생명보험 5,190(384 증가), 경남은행 6,403(2,617 감소), 메리츠화재해상보험(보험) 396(396 증가), (주)KB손해보험 1,550(300 증가), 한화생명보험주식회사 5,845,현대해상화재보험 120(1,084 감소)",40220,1309,0,4358,0,37171,,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,예금,예금,장남,새중앙 0(27 감소),27,0,0,27,0,0,,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,예금,예금,차남,새중앙 5,5,0,0,0,0,5,,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,유가증권,상장주식,배우자,"현대중공업보통 203주, 현대미포조선 440주(220주 증가),동서 1,500주",78807,12903,0,12375,0,79335,무상증자 및 가액변동,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,유가증권,비상장주식,부,서진식품 0주(400주 감소),2000,0,0,2000,0,0,무상증자 및 가액변동,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,채무,금융기관채무,본인,"현대해상화재보험 1,300, 삼성카드 4,000(4,000 증가),우체국 6,280, 한국카카오은행(주) 1,780(1,780 증가)",7580,5780,0,0,0,13360,일시적부채증가,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,채무,금융기관채무,배우자,"한국증권금융 20,056, 국민은행 0(25,088 감소), 신한은행10,536(1,974 감소), 삼성생명보험 5,060, 삼성카드22,593(22,593 증가), 한국카카오은행(주) 200,000(200,000증가), 새마을금고 46,339",109053,222593,0,27062,0,304584,전세자금대출자동차할부금,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,채무,건물임대채무,배우자,울산광역시 북구 화봉동 휴먼시아아파트 임대보증금 증가,0,18000,0,0,0,18000,전세보증금 중 계약금10%만 2018년받음2019년2월에 잔금받았음.,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,채무,금융기관채무,부,"농협은행 0(5,000 감소)",5000,0,0,5000,0,0,채무변제,김현정-울산광역시 남구의회-의원,ulsan
김현정,울산광역시 남구의회,의원,채무,금융기관채무,모,"삼성카드 12,463(1,619 감소), 경남은행 144,067(3,176 감소)",161325,0,0,4795,0,156530,채무변제,김현정-울산광역시 남구의회-의원,ulsan
류왕도,울산광역시 남구의회,의원,건물,아파트,본인,울산광역시 남구 신정동 신정현대홈타운3단지 건물 114.60㎡,403000,0,0,0,0,403000,가액변동없음,류왕도-울산광역시 남구의회-의원,ulsan
류왕도,울산광역시 남구의회,의원,건물,복합건물(주택+상가)전세(임차)권,본인,울산광역시 남구 신정동 2층 건물 99.00㎡,5000,0,0,0,0,5000,가액변동없음,류왕도-울산광역시 남구의회-의원,ulsan
류왕도,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2004년식 스타렉스 배기량(2,476cc)",2630,0,0,360,0,2270,차량노후화,류왕도-울산광역시 남구의회-의원,ulsan
류왕도,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2017년식 k7 배기량(3,342cc)",3966,0,0,0,0,3966,,류왕도-울산광역시 남구의회-의원,ulsan
류왕도,울산광역시 남구의회,의원,예금,예금,본인,"현대해상화재보험 3,940(237 증가), 부산은행 348(1,765 감소), 신한은행 60, 우리은행 1(1 증가), 농협은행 1,193(760 증가), (주)KB손해보험 3,990(342 증가), 국민은행 4,000, (주)KEB하나은행 86, 경남은행 1,235(919 증가), 울산제일 49,243(26,293 증가), 울산행복신협 22,325(2,000 감소),삼성화재해상보험 602(111 증가), 새마을금고중앙회 공제사업부 1,462(381 증가), 울산제일 1,101(1,101 증가), 울산행복신협2,000(2,000 증가)",63206,33328,0,4948,0,91586,잔액 증액 및 감소,류왕도-울산광역시 남구의회-의원,ulsan
류왕도,울산광역시 남구의회,의원,예금,예금,배우자,"울산행복신협 40,719, 국민은행 2,733(78 증가), 울산제일24,230, (주)KB손해보험 3,465(297 증가), 남울산 60",70832,375,0,0,0,71207,잔액 증액 및 감소,류왕도-울산광역시 남구의회-의원,ulsan
류왕도,울산광역시 남구의회,의원,예금,예금,장녀,"국민은행 2,507(2,507 증가)",0,2507,0,0,0,2507,잔액 증액 및 감소,류왕도-울산광역시 남구의회-의원,ulsan
류왕도,울산광역시 남구의회,의원,채무,금융기관채무,본인,"삼성카드 673(378 감소), 부산은행 59,000, 새마을금고240,000",300051,0,0,378,0,299673,상환,류왕도-울산광역시 남구의회-의원,ulsan
류왕도,울산광역시 남구의회,의원,고지거부및등록제외사항,고지거부및등록제외사항,부,고지거부,0,0,0,0,0,0,독립생계유지,류왕도-울산광역시 남구의회-의원,ulsan
류왕도,울산광역시 남구의회,의원,고지거부및등록제외사항,고지거부및등록제외사항,모,고지거부,0,0,0,0,0,0,독립생계유지,류왕도-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,토지,대지,본인,울산광역시 남구 선암동 591-2번지 943.00㎡ 중 471.50㎡,288956,0,0,0,0,288956,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,토지,임야,배우자,경상북도 구미시 선산읍 화조리 535-50번지 330.00㎡,3498,0,0,0,0,3498,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,토지,과수원,배우자,경상북도 김천시 덕곡동 391-8번지 585.00㎡,33930,0,0,0,0,33930,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,토지,과수원,배우자,"제주특별자치도 제주시 구좌읍 한동리 3907번지 6,334.00㎡",134914,0,0,0,0,134914,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,토지,과수원,배우자,"제주특별자치도 제주시 구좌읍 한동리 3909-1번지 2,879.00㎡",66792,0,0,0,0,66792,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,건물,아파트,본인,울산광역시 남구 야음동 보라아파트 건물 66.40㎡,87000,0,0,0,0,87000,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,건물,복합건물(주택+상가),본인,울산광역시 남구 선암동 대지 325.70㎡ 중 162.85㎡ 건물325.92㎡ 중 162.96㎡,193647,0,0,0,0,193647,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,건물,다가구주택,배우자,울산광역시 남구 야음동 대지 170.00㎡ 건물 159.10㎡,248000,0,0,0,0,248000,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,건물,아파트,배우자,울산광역시 남구 선암동 우주그린가든 건물 84.86㎡,133000,0,0,0,0,133000,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,건물,복합건물(주택+상가),배우자,울산광역시 남구 선암동 대지 325.70㎡ 중 162.85㎡ 건물325.92㎡ 중 162.96㎡,193647,0,0,0,0,193647,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,건물,복합건물(주택+상가),배우자,울산광역시 남구 선암동 대지 943.00㎡ 중 471.50㎡ 건물970.15㎡,678436,0,0,0,0,678436,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,건물,오피스텔,차녀,서울특별시 영등포구 당산동5가 당산역해링턴타워 대지6.62㎡ 건물 14.77㎡,68255,0,0,0,0,68255,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2015년식 그랜드스타렉스 배기량(2,497cc)",16950,0,0,0,0,16950,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2011년식 BMW740i 배기량(2,979cc) 증가",0,26520,0,0,0,26520,공동지분으로 수정,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2015년식 그랜드 스타렉스 배기량(2,497cc)",11870,0,0,0,0,11870,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2011년식 bmw740i 배기량(2,979cc) 감소",26520,0,0,26520,0,0,공동지분으로 수정,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2017년식 뉴-카운티 배기량(3,900cc)",40119,0,0,0,0,40119,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2018년식 싼타페 배기량(1,995cc)",20330,0,0,0,0,20330,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2011년식 쏘울1.6cct 배기량(1,591cc)",3512,0,0,0,0,3512,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,예금,예금,본인,"DB생명보험(주) 5,692(813 증가), 새울산 1,020(1,934 감소),현대해상화재보험 1,045(1,045 증가), 중소기업은행 0(2,000 감소), 우리은행 317, 우체국 2,560(301 증가), 삼성증권 742(139 감소), 한화투자증권 175, 국민은행 46, 농협중앙회431(842 감소), (주)KEB하나은행 2,249(2,209 증가),경남은행 3,301(32 감소), DB손해보험(주) 0(3,463 감소)",21620,4589,0,8631,0,17578,월급 연금 및 보험금 증가분,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,예금,예금,배우자,"(주)KEB하나은행 1,530(1,490 증가), 유안타증권 559(2증가), KB증권 4, 흥국화재해상보험(주) 440(240 증가),현대해상화재보험 7,464, 농협중앙회 50, 중소기업은행111,439(13,263 증가), 에이스아메리칸화재해상보험1,332(145 증가), AIA생명보험주식회사 34,251(1,301 증가),남울산 17, 농협은행 1,343, 한화생명보험주식회사61,712(4,639 증가), 경남은행 44,931(2,573 감소)",246565,78278,0,59771,0,265072,월급 연금 및 보험금 증가분,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,예금,예금,모,"농협중앙회 175, 우체국 2,796(2,645 증가), 수협중앙회 0(10 감소), 우리은행 2(2 증가)",336,2647,0,10,0,2973,월급 연금 및 보험금 증가분,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,예금,예금,장남,"중소기업은행 1,885",1885,0,0,0,0,1885,월급 연금 및 보험금 증가분,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,예금,예금,장녀,"대구은행 0(2 감소), 에이스아메리칸화재해상보험 1,781(185 증가), 중소기업은행 11,130(1,100 증가), 농협중앙회 755(755 증가), 농협은행 117(133 감소), 한국카카오은행(주)4(53 감소), 우리은행 1(1 증가), 신한은행 0(2 감소)",11937,2158,0,307,0,13788,월급 연금 및 보험금 증가분,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,예금,예금,차녀,"국민은행 578(2 증가), (주)KEB하나은행 208(204 증가),에이스아메리칸화재해상보험 1,509(156 증가), 경남은행 201",2134,560,0,198,0,2496,월급 연금 및 보험금 증가분,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,유가증권,상장주식,본인,"한솔케미칼 11주, SK증권 1,042주(252주 증가)",1690,0,0,151,0,1539,비상장주식 추가 및 유상증자 되었으나 가액감소,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,유가증권,비상장주식,본인,넥스텔 260주(260주 증가),0,130,0,0,0,130,비상장주식 추가 및 유상증자 되었으나 가액감소,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,유가증권,비상장주식,배우자,"세명테크 1,000주, 진올바이오테크 1,000주",15300,0,0,0,0,15300,비상장주식 추가 및 유상증자 되었으나 가액감소,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,채무,건물임대채무,본인,울산광역시 남구 야음동 보라아파트 임대보증금,25000,0,0,0,0,25000,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,채무,금융기관채무,배우자,"(주)KEB하나은행 78,000, 중소기업은행 100,000, 현대캐피탈31,656(10,758 감소), 경남은행 85,007(75,687 증가)",229734,77522,0,12593,0,294663,채무증가,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,채무,건물임대채무,배우자,울산광역시 남구 야음동 임대보증금,97000,0,0,0,0,97000,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,채무,금융기관채무,차녀,"(주)KEB하나은행 89,000",89000,0,0,0,0,89000,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,금및백금,금및백금,배우자,"금, K, 143g",6118,0,0,0,0,6118,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박부경,울산광역시 남구의회,의원,회원권,콘도미니엄,배우자,대명콘도미니엄,40000,0,0,0,0,40000,변동없음,박부경-울산광역시 남구의회-의원,ulsan
박인서,울산광역시 남구의회,의원,토지,답,본인,"경상남도 밀양시 교동 385-1번지 1,097.00㎡ 중 501.80㎡",165462,0,0,0,0,165462,,박인서-울산광역시 남구의회-의원,ulsan
박인서,울산광역시 남구의회,의원,건물,아파트,본인,울산광역시 남구 삼산동 세양청구 건물 84.99㎡,216000,0,0,12000,0,204000,2018년 공시지가 적용(정정,박인서-울산광역시 남구의회-의원,ulsan
박인서,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2016년식 제니시스 배기량(3,342cc)",34200,0,0,0,0,34200,,박인서-울산광역시 남구의회-의원,ulsan
박인서,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,2012년식 레이 배기량(998cc),5110,0,0,0,0,5110,,박인서-울산광역시 남구의회-의원,ulsan
박인서,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2018년식 카니발 배기량(2,199cc)",32030,0,0,0,0,32030,,박인서-울산광역시 남구의회-의원,ulsan
박인서,울산광역시 남구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2018년식 그랜저 배기량(2,999cc)",32520,0,0,0,0,32520,,박인서-울산광역시 남구의회-의원,ulsan
박인서,울산광역시 남구의회,의원,예금,예금,본인,"농협생명보험 24,000(2,400 증가), (주)KB손해보험 220(220증가), 씨티은행 839(736 증가), AIA생명보험주식회사 5,139(187 증가), 농협중앙회 5, 흥국화재해상보험(주)2,981(536 증가), 에이비엘생명보험 15,923(620 증가),경남은행 0(14 감소), 울산행복신협 794(18 증가),한국카카오은행(주) 1,852(1,852 증가)",45198,6569,0,14,0,51753,월 납입금 증가,박인서-울산광역시 남구의회-의원,ulsan
